"","L","Z","A","Y"
"6935",1,19,12,0
"6936",1,39,9,4000
"6937",0,17,12,0
"6938",1,15,12,3600
"6939",0,37,12,200
"6940",1,39,14,1000
"6941",1,19,12,0
"6942",0,39,14,2904
"6943",1,39,12,15000
"6944",1,13,12,8000
"6945",0,39,9,0
"6946",0,13,12,200
"6947",0,2,14,3000
"6948",0,9,8,0
"6949",0,13,14,1200
"6950",0,1,13,5000
"6951",0,13,12,0
"6952",1,13,14,14000
"6953",1,28,10,12000
"6954",1,16,12,10000
"6955",0,9,12,3000
"6956",0,17,11,0
"6957",0,13,8,6456
"6958",1,2,10,0
"6959",0,17,12,6095
"6960",0,28,12,350
"6961",1,39,14,4000
"6962",1,19,12,6000
"6963",0,13,13,8000
"6964",1,1,12,0
"6965",0,39,12,3515
"6966",0,16,12,72
"6967",0,15,17,2000
"6968",0,2,15,1000
"6969",0,13,12,470
"6970",0,1,8,38
"6971",0,13,12,4250
"6972",0,1,11,1200
"6973",0,40,12,0
"6974",0,13,12,0
"6975",0,9,12,3700
"6976",1,1,11,2317
"6977",1,0,10,3945
"6978",0,1,13,776
"6979",0,28,12,899
"6980",0,17,12,2000
"6981",0,16,12,450
"6982",0,13,10,1000
"6983",1,0,10,0
"6984",0,17,11,0
"6985",1,13,8,1400
"6986",1,17,12,1600
"6987",0,1,12,9179
"6988",1,9,12,3484
"6989",1,17,12,0
"6990",1,16,13,8000
"6991",1,13,11,0
"6992",1,13,12,7000
"6993",1,37,10,0
"6994",0,17,12,2592
"6995",0,17,12,9507
"6996",0,40,12,0
"6997",1,17,12,0
"6998",1,9,12,1500
"6999",1,15,12,200
"7000",1,13,12,6000
"7001",1,13,9,960
"7002",0,13,12,2206
"7003",0,1,9,300
"7004",1,39,12,10000
"7005",0,2,16,2000
"7006",1,13,11,1000
"7007",0,17,7,1331
"7008",0,1,12,0
"7009",0,17,10,0
"7010",0,13,12,1600
"7011",1,19,15,3500
"7012",0,346,11,14560
"7013",0,9,9,0
"7014",0,17,11,0
"7015",1,40,14,400
"7016",0,1,9,5014
"7017",0,17,9,0
"7018",0,16,12,8000
"7019",1,13,9,13000
"7020",1,13,12,1989
"7021",0,19,14,5699
"7022",1,40,17,8000
"7023",0,28,11,0
"7024",1,13,11,2600
"7025",0,1,9,0
"7026",0,5,12,4830
"7027",0,2,11,1200
"7028",1,9,12,0
"7029",1,16,13,9019
"7030",0,1,11,0
"7031",0,16,12,6065
"7032",1,16,17,2500
"7033",0,19,8,0
"7034",0,13,8,2700
"7035",1,13,12,0
"7036",0,39,10,0
"7037",1,15,11,0
"7038",0,0,13,5670
"7039",1,13,12,18000
"7040",0,28,11,0
"7041",1,19,14,0
"7042",1,40,12,0
"7043",1,39,12,12733
"7044",0,1,12,1180
"7045",1,17,8,0
"7046",1,16,11,2471
"7047",0,17,12,900
"7048",0,17,12,67
"7049",1,13,12,0
"7050",0,2,13,550
"7051",1,19,12,208
"7052",0,39,11,6200
"7053",1,9,12,1000
"7054",0,17,9,5200
"7055",1,39,11,6000
"7056",0,16,12,4866
"7057",1,37,12,12500
"7058",0,13,12,3000
"7059",1,13,12,4500
"7060",1,9,9,5120
"7061",0,9,12,0
"7062",1,17,12,0
"7063",1,13,10,2000
"7064",0,17,12,0
"7065",1,9,12,3329
"7066",0,2,16,1500
"7067",0,17,12,4386
"7068",0,2,8,0
"7069",1,37,13,5250
"7070",0,15,12,0
"7071",0,39,11,4179
"7072",0,9,11,0
"7073",0,37,12,6000
"7074",1,37,12,6000
"7075",0,1,11,2600
"7076",1,16,12,4000
"7077",0,15,11,2100
"7078",1,28,10,8000
"7079",0,13,13,0
"7080",1,2,12,1000
"7081",0,17,12,8000
"7082",0,13,9,0
"7083",0,37,10,1240
"7084",1,13,8,4500
"7085",1,13,11,1200
"7086",0,40,12,0
"7087",1,39,10,3000
"7088",1,13,14,3000
"7089",0,9,12,1400
"7090",0,13,12,800
"7091",0,1,12,2000
"7092",1,28,11,8000
"7093",1,9,12,0
"7094",0,13,12,3000
"7095",0,13,12,4000
"7096",0,15,14,3227
"7097",1,28,13,30000
"7098",1,19,8,0
"7099",1,1,12,25
"7100",0,0,10,0
"7101",0,13,12,2026
"7102",1,13,12,4000
"7103",1,15,12,11040
"7104",0,15,16,0
"7105",0,15,13,2400
"7106",0,19,9,0
"7107",1,37,8,0
"7108",0,1,11,2100
"7109",1,19,8,0
"7110",0,17,12,3033
"7111",1,17,12,400
"7112",1,39,12,5000
"7113",0,19,12,6984
"7114",0,39,9,6000
"7115",0,13,12,8000
"7116",1,9,14,0
"7117",0,15,10,4278
"7118",0,17,10,902
"7119",0,13,12,0
"7120",1,13,12,4000
"7121",0,9,14,2000
"7122",1,13,12,1500
"7123",0,15,11,5
"7124",1,40,11,1200
"7125",0,13,12,8000
"7126",1,16,12,11000
"7127",0,28,11,0
"7128",0,16,12,5500
"7129",0,16,12,9600
"7130",0,15,12,0
"7131",0,16,14,2300
"7132",0,19,12,8000
"7133",1,40,17,0
"7134",1,13,12,6800
"7135",1,39,12,6500
"7136",1,5,13,0
"7137",0,17,12,0
"7138",0,13,12,0
"7139",0,16,10,140
"7140",0,15,11,0
"7141",1,28,9,0
"7142",1,16,12,15000
"7143",0,13,9,0
"7144",0,1,12,2900
"7145",0,1,12,5000
"7146",1,19,10,0
"7147",1,28,11,0
"7148",1,39,11,6000
"7149",1,13,9,1600
"7150",1,16,9,7000
"7151",1,13,12,1500
"7152",0,28,11,0
"7153",0,1,12,0
"7154",1,5,9,400
"7155",0,1,8,2000
"7156",1,346,12,10000
"7157",1,13,14,10000
"7158",0,16,14,10000
"7159",0,19,12,0
"7160",0,1,12,0
"7161",1,19,11,400
"7162",0,13,11,0
"7163",0,5,9,0
"7164",0,13,12,4200
"7165",1,13,9,3200
"7166",0,1,11,0
"7167",1,13,10,8000
"7168",0,16,12,11000
"7169",0,13,9,0
"7170",0,17,11,0
"7171",0,1,10,57
"7172",1,13,12,600
"7173",1,13,12,270
"7174",0,13,12,6080
"7175",0,16,12,684
"7176",0,17,10,3216
"7177",1,13,11,1155
"7178",1,19,8,3200
"7179",1,15,12,5000
"7180",0,13,12,4675
"7181",1,13,9,150
"7182",0,39,8,4087
"7183",0,16,12,3162
"7184",0,39,10,3949
"7185",1,39,12,8000
"7186",1,17,11,1400
"7187",1,16,10,3600
"7188",0,13,9,1000
"7189",1,19,12,0
"7190",0,13,9,0
"7191",0,9,12,0
"7192",1,5,12,3486
"7193",1,9,10,0
"7194",1,1,12,0
"7195",1,1,13,9000
"7196",0,37,12,3600
"7197",0,15,14,0
"7198",0,13,8,8240
"7199",0,40,12,0
"7200",0,28,11,0
"7201",1,39,14,3500
"7202",1,13,10,12000
"7203",0,17,10,1306
"7204",0,13,13,0
"7205",1,1,9,12098
"7206",1,19,13,0
"7207",0,9,12,0
"7208",1,13,8,215
"7209",1,15,12,9995
"7210",1,39,12,6700
"7211",1,16,13,162
"7212",1,5,14,650
"7213",1,9,8,900
"7214",0,13,11,400
"7215",0,13,12,0
"7216",0,19,8,0
"7217",1,28,10,9000
"7218",0,1,10,3200
"7219",0,1,8,0
"7220",0,13,9,16000
"7221",1,5,12,1560
"7222",0,16,15,6000
"7223",0,1,10,8000
"7224",0,13,10,6000
"7225",1,16,12,6185
"7226",0,0,12,3696
"7227",0,37,13,6000
"7228",0,13,8,32
"7229",0,0,14,2921
"7230",0,2,12,500
"7231",1,13,16,11000
"7232",1,13,11,3393
"7233",1,17,12,844
"7234",1,15,12,6
"7235",1,9,12,3000
"7236",1,9,12,0
"7237",0,13,11,3837
"7238",0,13,13,5200
"7239",1,9,10,0
"7240",1,1,12,8672
"7241",1,13,12,2000
"7242",1,13,11,400
"7243",0,13,12,0
"7244",0,13,12,10000
"7245",0,346,10,206
"7246",0,0,12,5284
"7247",1,39,14,8500
"7248",0,16,12,3000
"7249",0,13,12,863
"7250",0,1,8,0
"7251",1,13,13,2658
"7252",0,0,12,7726
"7253",0,13,9,6700
"7254",0,13,12,4355
"7255",0,9,11,0
"7256",0,17,12,2000
"7257",0,1,12,2000
"7258",1,16,13,2700
"7259",0,9,12,0
"7260",0,0,12,3040
"7261",0,13,13,3120
"7262",0,16,12,4000
"7263",0,1,9,4370
"7264",1,13,12,0
"7265",0,2,9,3000
"7266",1,13,12,10000
"7267",1,13,13,0
"7268",0,0,12,2702
"7269",1,16,15,3000
"7270",0,17,12,7000
"7271",0,19,12,0
"7272",0,13,8,0
"7273",1,17,12,4000
"7274",1,15,8,0
"7275",0,17,12,4592
"7276",0,37,12,0
"7277",0,19,15,3500
"7278",0,9,12,0
"7279",0,9,9,150
"7280",0,13,8,0
"7281",1,9,12,19454
"7282",1,1,11,2700
"7283",0,39,10,8137
"7284",0,39,13,5528
"7285",1,19,15,2560
"7286",0,13,14,530
"7287",0,1,11,170
"7288",0,9,10,6414
"7289",1,9,12,1500
"7290",1,0,13,4482
"7291",1,9,12,5000
"7292",0,19,11,0
"7293",1,17,12,4000
"7294",1,2,14,1000
"7295",0,13,12,0
"7296",1,15,12,180
"7297",0,13,12,1000
"7298",1,15,11,6000
"7299",1,0,12,7200
"7300",0,13,10,12000
"7301",1,9,12,1520
"7302",1,9,10,2000
"7303",1,13,10,800
"7304",1,16,7,18000
"7305",0,9,9,0
"7306",0,9,12,0
"7307",0,16,10,1900
"7308",1,37,12,6000
"7309",1,2,9,9388
"7310",0,17,12,0
"7311",0,1,10,1820
"7312",1,39,15,1300
"7313",1,13,10,3600
"7314",1,19,8,0
"7315",1,16,8,0
"7316",1,16,12,7000
"7317",1,16,11,4000
"7318",0,19,14,3000
"7319",1,28,11,0
"7320",1,17,12,0
"7321",1,9,8,900
"7322",1,19,8,0
"7323",0,9,12,5000
"7324",1,13,12,9600
"7325",0,16,13,6265
"7326",1,9,8,150
"7327",1,19,7,0
"7328",1,1,12,98
"7329",1,39,12,6958
"7330",1,9,11,14347
"7331",1,0,11,3360
"7332",1,2,8,4000
"7333",0,13,12,0
"7334",1,13,14,0
"7335",1,40,17,0
"7336",0,9,11,0
"7337",1,0,12,0
"7338",0,9,12,0
"7339",0,19,12,0
"7340",1,19,14,3000
"7341",1,28,12,350
"7342",0,16,13,1138
"7343",0,28,12,2100
"7344",0,1,11,0
"7345",1,13,12,2640
"7346",0,15,12,0
"7347",0,17,12,0
"7348",1,16,13,6688
"7349",1,1,12,9000
"7350",0,13,12,2000
"7351",0,39,17,0
"7352",0,17,12,0
"7353",0,37,11,1500
"7354",0,17,11,13000
"7355",1,16,10,0
"7356",1,1,10,3100
"7357",0,13,9,5000
"7358",1,13,15,1000
"7359",1,13,17,500
"7360",1,17,12,4263
"7361",1,16,11,0
"7362",0,13,12,5800
"7363",0,37,10,0
"7364",1,19,16,9860
"7365",0,16,10,850
"7366",1,13,12,8910
"7367",0,39,12,4200
"7368",0,0,12,0
"7369",1,346,12,0
"7370",1,13,12,0
"7371",1,13,10,700
"7372",0,2,12,1200
"7373",0,2,10,6800
"7374",1,19,10,1000
"7375",0,1,8,6000
"7376",0,16,12,4500
"7377",0,13,11,1400
"7378",1,28,10,0
"7379",1,346,13,0
"7380",1,37,11,23462
"7381",0,2,12,1988
"7382",0,2,12,310
"7383",1,1,11,1500
"7384",0,19,12,360
"7385",0,15,13,1500
"7386",1,13,8,650
"7387",0,9,12,4400
"7388",0,17,12,2844
"7389",1,39,11,1000
"7390",1,17,12,4000
"7391",0,16,12,19000
"7392",1,9,12,3000
"7393",1,9,11,4000
"7394",0,39,12,6894
"7395",1,19,12,2904
"7396",1,2,12,3200
"7397",0,13,14,8000
"7398",0,2,13,4823
"7399",0,28,8,0
"7400",1,16,9,400
"7401",0,0,12,2300
"7402",1,15,14,5350
"7403",1,28,12,0
"7404",0,13,12,0
"7405",1,13,12,17000
"7406",0,17,12,300
"7407",1,19,9,0
"7408",0,17,12,2000
"7409",0,13,12,0
"7410",0,1,8,2820
"7411",0,0,11,0
"7412",1,13,12,5400
"7413",1,39,11,7000
"7414",1,39,12,0
"7415",1,28,8,400
"7416",1,9,13,100
"7417",1,13,10,6400
"7418",1,17,12,1000
"7419",0,16,14,2000
"7420",0,1,12,318
"7421",1,15,13,8000
"7422",0,15,12,2128
"7423",1,37,12,0
"7424",0,1,11,5000
"7425",0,1,11,0
"7426",1,39,12,6000
"7427",0,2,12,5690
"7428",1,15,14,6560
"7429",1,28,12,2000
"7430",1,19,10,0
"7431",0,9,12,0
"7432",0,13,12,5962
"7433",1,17,12,0
"7434",1,13,16,0
"7435",1,15,12,6000
"7436",0,2,16,3600
"7437",0,2,12,0
"7438",0,19,12,4800
"7439",1,37,11,0
"7440",0,37,11,0
"7441",0,19,8,0
"7442",0,16,14,0
"7443",0,40,14,0
"7444",1,346,11,8400
"7445",1,16,12,14000
"7446",0,19,12,0
"7447",0,17,12,0
"7448",0,16,11,0
"7449",1,5,14,1000
"7450",0,13,8,0
"7451",0,13,10,8481
"7452",0,19,12,8936
"7453",0,37,10,5000
"7454",1,13,9,0
"7455",1,13,9,3000
"7456",1,13,14,9300
"7457",0,13,11,6876
"7458",0,17,12,4289
"7459",0,37,15,0
"7460",0,9,9,0
"7461",0,37,9,3
"7462",1,16,12,7900
"7463",0,39,12,5720
"7464",0,9,12,0
"7465",0,13,12,6400
"7466",0,39,12,0
"7467",1,13,12,2600
"7468",1,13,11,0
"7469",1,17,11,0
"7470",0,16,12,0
"7471",1,39,12,3920
"7472",0,13,12,3198
"7473",0,17,12,1900
"7474",0,19,11,0
"7475",1,15,12,1300
"7476",0,16,11,140
"7477",0,37,13,0
"7478",1,9,14,0
"7479",1,39,9,1935
"7480",0,13,13,0
"7481",0,1,11,10000
"7482",1,39,11,8858
"7483",1,17,9,656
"7484",1,39,13,4973
"7485",0,1,12,1200
"7486",0,28,8,3500
"7487",0,13,10,4840
"7488",0,17,12,0
"7489",0,17,8,2349
"7490",0,1,8,0
"7491",0,17,12,3000
"7492",1,13,16,5000
"7493",0,1,11,4680
"7494",0,1,8,200
"7495",1,13,12,0
"7496",1,13,12,1750
"7497",0,9,12,800
"7498",1,39,10,6000
"7499",0,2,13,3000
"7500",0,0,11,825
"7501",1,15,14,4000
"7502",0,13,12,57
"7503",0,16,13,1500
"7504",1,5,12,4000
"7505",1,28,12,0
"7506",0,16,11,3118
"7507",0,9,10,0
"7508",0,17,14,3500
"7509",0,17,12,0
"7510",1,13,9,12000
"7511",1,39,13,7000
"7512",1,39,10,4000
"7513",1,0,12,300
"7514",1,9,14,0
"7515",1,15,12,6000
"7516",0,19,15,250
"7517",0,13,13,9000
"7518",0,15,14,1800
"7519",0,13,12,2400
"7520",1,16,12,500
"7521",0,0,9,6000
"7522",0,13,9,1200
"7523",0,13,9,700
"7524",0,2,9,2000
"7525",1,1,8,0
"7526",0,17,12,2808
"7527",1,19,11,13000
"7528",0,17,12,0
"7529",1,5,10,0
"7530",0,15,11,0
"7531",1,13,14,5600
"7532",0,13,9,5545
"7533",0,1,8,0
"7534",0,16,14,5000
"7535",1,0,12,2658
"7536",0,13,16,4041
"7537",1,39,10,6000
"7538",1,19,9,420
"7539",0,17,11,350
"7540",0,1,12,1150
"7541",1,19,16,3600
"7542",0,19,14,3000
"7543",1,16,16,5000
"7544",0,19,12,0
"7545",1,0,11,1024
"7546",1,15,13,15000
"7547",0,16,13,10800
"7548",1,17,11,3484
"7549",0,19,8,0
"7550",0,17,13,6000
"7551",1,39,12,5000
"7552",1,13,8,600
"7553",1,2,11,1500
"7554",1,13,10,5000
"7555",1,39,12,9000
"7556",0,1,10,0
"7557",1,39,10,7274
"7558",1,13,10,40
"7559",0,37,12,3240
"7560",1,13,8,0
"7561",0,346,11,2040
"7562",1,15,11,13000
"7563",1,0,16,0
"7564",0,2,9,0
"7565",0,13,12,7841
"7566",0,9,12,0
"7567",0,15,8,0
"7568",1,37,12,2500
"7569",0,28,12,0
"7570",1,1,12,2400
"7571",1,16,10,4800
"7572",0,16,12,0
"7573",1,17,14,5100
"7574",1,9,16,5882
"7575",0,2,10,0
"7576",0,15,12,0
"7577",0,9,12,150
"7578",1,19,10,0
"7579",0,2,13,1250
"7580",0,15,15,1306
"7581",0,39,16,4835
"7582",1,13,12,5000
"7583",0,9,10,1200
"7584",0,15,12,0
"7585",1,19,16,6000
"7586",1,19,12,6650
"7587",1,19,8,0
"7588",0,13,7,0
"7589",0,19,15,6590
"7590",0,13,11,5840
"7591",1,9,9,3387
"7592",0,13,11,300
"7593",1,9,17,600
"7594",0,1,11,3000
"7595",1,13,11,0
"7596",0,5,12,0
"7597",0,13,12,107
"7598",1,9,13,2900
"7599",1,17,8,1440
"7600",0,19,9,4760
"7601",0,13,10,8000
"7602",0,17,11,6000
"7603",1,1,10,130
"7604",1,13,12,480
"7605",1,16,12,3513
"7606",0,39,17,3456
"7607",1,16,10,7900
"7608",1,19,12,3400
"7609",1,17,13,300
"7610",1,2,10,539
"7611",0,40,13,5300
"7612",0,13,13,2500
"7613",0,16,12,8000
"7614",0,19,11,0
"7615",1,1,9,4500
"7616",1,13,13,8000
"7617",0,39,12,0
"7618",1,13,12,3700
"7619",1,16,15,3600
"7620",0,1,9,6661
"7621",1,40,9,16000
"7622",0,39,12,110
"7623",0,19,12,0
"7624",0,16,12,369
"7625",0,13,9,0
"7626",0,17,10,621
"7627",0,13,11,0
"7628",0,9,12,6540
"7629",1,39,16,7310
"7630",1,16,12,13000
"7631",0,9,11,1500
"7632",1,28,10,0
"7633",0,13,12,5976
"7634",1,13,12,2496
"7635",1,28,14,4500
"7636",1,1,11,0
"7637",0,1,8,4500
"7638",0,346,8,0
"7639",0,39,10,0
"7640",0,2,12,0
"7641",0,17,8,3000
"7642",1,19,12,11000
"7643",0,13,12,0
"7644",1,13,8,0
"7645",1,39,14,7060
"7646",1,19,8,0
"7647",0,19,12,620
"7648",0,13,12,12800
"7649",1,16,14,4000
"7650",0,1,12,1100
"7651",0,13,12,16000
"7652",1,9,8,0
"7653",1,2,10,2500
"7654",1,13,12,0
"7655",1,1,14,0
"7656",0,13,12,650
"7657",0,2,12,0
"7658",0,13,12,10500
"7659",0,16,11,3257
"7660",1,13,13,0
"7661",0,17,12,0
"7662",0,1,12,4000
"7663",1,13,9,11500
"7664",1,15,14,2000
"7665",1,9,12,3800
"7666",0,1,10,0
"7667",0,13,13,480
"7668",0,2,12,0
"7669",1,15,11,3000
"7670",0,13,12,250
"7671",1,39,12,854
"7672",0,17,12,0
"7673",0,28,11,0
"7674",0,346,9,0
"7675",0,1,12,500
"7676",0,0,12,0
"7677",0,13,12,5000
"7678",1,2,14,600
"7679",0,19,12,0
"7680",0,17,12,0
"7681",0,13,12,0
"7682",0,39,10,2400
"7683",0,13,12,0
"7684",0,13,11,117
"7685",0,28,8,0
"7686",0,28,12,167
"7687",1,13,12,2000
"7688",1,19,14,0
"7689",1,19,15,2912
"7690",0,1,8,960
"7691",0,16,13,5200
"7692",0,1,12,6000
"7693",0,19,8,0
"7694",0,13,11,3146
"7695",1,19,8,0
"7696",1,13,12,0
"7697",0,17,15,14000
"7698",1,19,12,1140
"7699",0,5,12,0
"7700",1,37,12,1700
"7701",0,9,12,1468
"7702",1,16,12,15000
"7703",1,13,12,0
"7704",1,9,12,1172
"7705",1,15,14,0
"7706",1,9,8,0
"7707",0,13,12,298
"7708",0,13,12,40
"7709",0,0,12,0
"7710",1,13,15,98
"7711",0,0,12,11232
"7712",0,19,12,6120
"7713",0,13,10,274
"7714",0,28,9,2189
"7715",1,19,10,9000
"7716",1,19,12,3000
"7717",0,37,14,0
"7718",0,13,12,0
"7719",1,19,8,0
"7720",1,0,14,10135
"7721",0,39,11,1967
"7722",1,13,12,2000
"7723",0,2,12,0
"7724",0,1,12,5000
"7725",1,17,10,3100
"7726",1,2,12,7000
"7727",0,28,16,5000
"7728",0,13,12,240
"7729",0,1,12,3100
"7730",0,13,12,5500
"7731",1,2,13,7082
"7732",1,9,11,6779
"7733",0,17,12,200
"7734",0,16,12,0
"7735",1,13,9,8000
"7736",0,2,12,960
"7737",0,9,10,1500
"7738",1,17,14,0
"7739",1,0,12,2000
"7740",0,1,11,4856
"7741",0,15,12,5000
"7742",0,17,13,1000
"7743",1,19,8,4000
"7744",0,13,12,98
"7745",1,1,12,900
"7746",0,17,14,0
"7747",1,15,16,7500
"7748",0,13,12,672
"7749",1,16,13,11980
"7750",1,13,12,4500
"7751",0,28,12,9000
"7752",0,16,15,12000
"7753",0,17,8,450
"7754",1,13,14,0
"7755",1,1,12,200
"7756",0,1,12,6000
"7757",0,1,11,0
"7758",0,13,9,434
"7759",1,13,12,3541
"7760",1,13,12,6622
"7761",1,13,11,0
"7762",0,9,8,0
"7763",1,16,16,0
"7764",0,13,12,3500
"7765",0,13,12,5000
"7766",1,19,10,3050
"7767",0,13,11,4000
"7768",1,0,12,6950
"7769",1,15,12,8000
"7770",0,346,12,1960
"7771",1,13,12,800
"7772",1,17,17,14000
"7773",0,39,13,4200
"7774",0,13,12,320
"7775",0,19,16,1043
"7776",1,40,11,4880
"7777",1,13,12,6000
"7778",0,28,12,0
"7779",1,17,12,49
"7780",1,15,14,0
"7781",1,17,12,800
"7782",0,17,11,71
"7783",0,16,17,0
"7784",0,16,12,387
"7785",1,13,12,400
"7786",0,2,12,1200
"7787",0,13,12,4000
"7788",0,39,12,5882
"7789",1,13,13,9000
"7790",0,19,12,7000
"7791",0,13,10,1000
"7792",0,1,12,0
"7793",0,1,11,2000
"7794",1,13,12,12506
"7795",0,1,11,4100
"7796",0,13,16,5200
"7797",0,17,12,5835
"7798",0,16,12,1600
"7799",1,16,12,1800
"7800",1,19,12,1200
"7801",1,28,11,240
"7802",0,17,11,0
"7803",1,13,12,4500
"7804",1,13,9,0
"7805",0,9,12,45
"7806",1,15,12,8000
"7807",1,1,12,4200
"7808",0,28,12,358
"7809",0,13,13,17000
"7810",1,19,9,0
"7811",1,15,14,4000
"7812",0,13,12,3150
"7813",1,1,8,10000
"7814",0,13,12,2800
"7815",0,16,11,200
"7816",0,13,12,1400
"7817",1,19,12,4992
"7818",0,13,12,1945
"7819",0,9,13,6800
"7820",0,16,12,0
"7821",1,9,11,0
"7822",0,37,9,5000
"7823",0,13,9,9000
"7824",0,17,10,800
"7825",1,0,12,7336
"7826",1,346,11,0
"7827",1,1,12,7800
"7828",0,9,12,422
"7829",1,1,10,6000
"7830",0,1,12,0
"7831",0,17,12,0
"7832",1,39,10,2000
"7833",0,13,12,0
"7834",1,19,8,0
"7835",0,16,12,3600
"7836",0,9,8,0
"7837",1,19,12,0
"7838",0,15,12,200
"7839",1,13,11,6500
"7840",1,17,13,6500
"7841",1,39,11,5000
"7842",0,13,13,2000
"7843",0,5,11,1800
"7844",1,19,12,0
"7845",0,13,12,6116
"7846",0,9,12,500
"7847",0,13,12,106
"7848",0,1,12,3000
"7849",1,9,7,0
"7850",0,16,9,2500
"7851",0,17,13,600
"7852",0,1,8,270
"7853",1,13,12,1644
"7854",1,0,12,3077
"7855",1,16,13,4000
"7856",1,13,12,0
"7857",1,17,12,0
"7858",1,40,12,350
"7859",0,1,9,0
"7860",0,13,12,0
"7861",0,13,13,8470
"7862",1,15,12,600
"7863",0,15,12,0
"7864",0,1,10,600
"7865",0,16,12,0
"7866",0,16,10,0
"7867",1,13,12,5500
"7868",1,13,12,3000
"7869",0,13,12,5000
"7870",0,9,12,0
"7871",0,0,10,8854
"7872",0,19,11,3500
"7873",0,13,10,1500
"7874",1,40,14,12000
"7875",0,1,12,0
"7876",1,19,8,4000
"7877",0,17,9,0
"7878",0,19,10,234
"7879",1,16,14,4800
"7880",0,37,12,7000
"7881",0,17,8,2000
"7882",1,16,12,8000
"7883",0,28,11,900
"7884",0,39,12,0
"7885",0,9,11,3200
"7886",0,39,9,2400
"7887",0,17,10,190
"7888",1,37,14,1400
"7889",1,39,14,5000
"7890",1,1,13,5000
"7891",0,13,12,2400
"7892",1,9,11,2000
"7893",1,19,10,0
"7894",1,13,11,700
"7895",1,0,10,5800
"7896",0,0,13,3309
"7897",0,1,9,7000
"7898",0,19,12,360
"7899",1,13,11,5000
"7900",0,16,9,7269
"7901",1,15,12,4500
"7902",1,1,12,5000
"7903",1,13,12,10000
"7904",1,9,13,850
"7905",1,13,12,14073
"7906",0,37,12,10080
"7907",0,17,10,800
"7908",0,17,12,0
"7909",1,16,12,10000
"7910",0,2,12,4000
"7911",1,17,11,4750
"7912",0,19,12,5000
"7913",0,16,13,6500
"7914",1,13,14,17000
"7915",1,16,9,0
"7916",0,17,13,219
"7917",0,9,10,0
"7918",0,16,13,800
"7919",0,0,12,0
"7920",0,9,12,6720
"7921",0,13,12,120
"7922",0,39,12,2500
"7923",1,39,10,1406
"7924",1,28,12,23000
"7925",1,13,10,0
"7926",1,2,10,0
"7927",0,37,10,1500
"7928",1,1,9,1000
"7929",1,1,12,14000
"7930",1,40,12,10000
"7931",1,13,10,10000
"7932",1,17,12,0
"7933",0,39,12,1100
"7934",1,1,10,1000
"7935",1,9,12,0
"7936",0,37,13,2000
"7937",1,19,15,600
"7938",0,13,14,3000
"7939",0,16,15,4000
"7940",1,16,15,1018
"7941",1,16,12,8750
"7942",0,9,14,1800
"7943",1,13,12,5500
"7944",1,37,12,3000
"7945",1,37,12,5000
"7946",0,16,12,6000
"7947",1,28,11,14000
"7948",0,16,12,9600
"7949",1,16,12,3720
"7950",1,15,12,4800
"7951",1,2,8,100
"7952",1,39,9,4352
"7953",0,39,17,0
"7954",0,13,12,0
"7955",0,1,11,600
"7956",0,13,9,1035
"7957",1,13,12,3000
"7958",0,2,12,520
"7959",0,1,12,6000
"7960",0,16,12,6900
"7961",1,2,10,0
"7962",0,17,16,1700
"7963",1,37,11,5000
"7964",0,16,13,5925
"7965",0,9,9,0
"7966",0,17,12,0
"7967",0,13,10,5700
"7968",0,28,11,412
"7969",1,5,12,0
"7970",0,15,8,3216
"7971",0,19,8,7200
"7972",0,13,12,7000
"7973",0,17,10,509
"7974",0,346,11,0
"7975",1,346,12,3480
"7976",1,39,10,5000
"7977",0,19,8,0
"7978",1,13,10,5800
"7979",0,40,12,0
"7980",0,19,14,1376
"7981",0,39,14,0
"7982",0,13,10,6500
"7983",0,37,12,0
"7984",1,19,10,0
"7985",0,1,7,2000
"7986",1,16,14,6000
"7987",0,13,12,0
"7988",1,17,12,0
"7989",1,2,12,2200
"7990",1,5,12,4000
"7991",0,1,10,3480
"7992",1,13,10,6000
"7993",0,346,12,0
"7994",1,0,12,0
"7995",1,39,12,7911
"7996",1,2,12,1200
"7997",1,13,11,8000
"7998",0,17,12,1680
"7999",1,346,12,2000
"8000",0,39,10,1000
"8001",0,9,17,135
"8002",1,0,12,0
"8003",0,13,10,250
"8004",0,9,12,0
"8005",1,0,13,0
"8006",1,39,12,8000
"8007",0,37,11,3000
"8008",1,39,12,3000
"8009",0,2,12,0
"8010",1,13,13,18000
"8011",1,39,12,1800
"8012",1,13,12,3000
"8013",0,40,14,0
"8014",0,19,8,0
"8015",0,17,8,1000
"8016",0,19,12,3952
"8017",1,13,12,9500
"8018",1,19,17,5082
"8019",0,13,12,2185
"8020",1,13,10,9560
"8021",0,17,12,0
"8022",1,15,12,1100
"8023",0,1,9,0
"8024",0,1,9,0
"8025",1,15,12,14000
"8026",1,39,12,10000
"8027",0,5,12,0
"8028",0,37,9,0
"8029",0,9,11,0
"8030",0,13,12,0
"8031",0,17,12,750
"8032",1,9,12,0
"8033",1,2,12,0
"8034",0,1,15,500
"8035",1,28,13,1500
"8036",0,13,12,10000
"8037",0,39,12,4300
"8038",0,9,12,0
"8039",1,1,12,3500
"8040",0,15,13,0
"8041",0,39,14,0
"8042",0,13,12,0
"8043",1,17,8,3000
"8044",0,39,12,0
"8045",1,2,8,1000
"8046",0,37,12,0
